#Name (cmd = mergePeaks ./motif//bg.clean.pos ./motif//target.clean..pos -d 200 -cobound 1 -prefix ./motif//0.805857143904181.2.tmp)	chr	start	end	strand	stat	stat2	./motif//target.clean..pos
BGdKO-na_vs_Null_peak_5502	chr15	54943741	54943941	+	18.7	0.000	WT-na_vs_Null_peak_8427
BGdKO-na_vs_Null_peak_5503	chr15	55352309	55352509	+	10.3	0.000	WT-na_vs_Null_peak_8429
BGdKO-na_vs_Null_peak_5504	chr15	55660608	55660808	+	30.4	0.000	WT-na_vs_Null_peak_8432
BGdKO-na_vs_Null_peak_5505	chr15	55676407	55676607	+	13.8	0.000	WT-na_vs_Null_peak_8433
BGdKO-na_vs_Null_peak_5506	chr15	55682599	55682799	+	18.7	0.000	WT-na_vs_Null_peak_8434
BGdKO-na_vs_Null_peak_5507	chr15	55686330	55686530	+	9.08	0.000	WT-na_vs_Null_peak_8435
BGdKO-na_vs_Null_peak_5508	chr15	56700319	56700519	+	28.2	0.000	WT-na_vs_Null_peak_8439
BGdKO-na_vs_Null_peak_5509	chr15	57525365	57525565	+	15.8	0.000	WT-na_vs_Null_peak_8440
BGdKO-na_vs_Null_peak_5510	chr15	57526061	57526261	+	11.2	0.000	WT-na_vs_Null_peak_8441
BGdKO-na_vs_Null_peak_5511	chr15	57604349	57604549	+	46.4	0.000	WT-na_vs_Null_peak_8443
BGdKO-na_vs_Null_peak_5512	chr15	57624674	57624874	+	6.31	0.000	WT-na_vs_Null_peak_8444
BGdKO-na_vs_Null_peak_5513	chr15	57670149	57670349	+	10.3	0.000	WT-na_vs_Null_peak_8445
BGdKO-na_vs_Null_peak_5514	chr15	57723970	57724170	+	28.8	0.000	WT-na_vs_Null_peak_8448
BGdKO-na_vs_Null_peak_5515	chr15	57743538	57743738	+	40.9	0.000	WT-na_vs_Null_peak_8449
BGdKO-na_vs_Null_peak_5516	chr15	57807530	57807730	+	44.5	0.000	WT-na_vs_Null_peak_8452
BGdKO-na_vs_Null_peak_5517	chr15	57827607	57827807	+	15.7	0.000	WT-na_vs_Null_peak_8453
BGdKO-na_vs_Null_peak_5518	chr15	57865328	57865528	+	10.3	0.000	WT-na_vs_Null_peak_8455
BGdKO-na_vs_Null_peak_5519	chr15	57865797	57865997	+	23.9	0.000	WT-na_vs_Null_peak_8456
BGdKO-na_vs_Null_peak_5520	chr15	57907710	57907910	+	10.3	0.000	WT-na_vs_Null_peak_8457
BGdKO-na_vs_Null_peak_5521	chr15	57908093	57908293	+	12.0	0.000	WT-na_vs_Null_peak_8458
BGdKO-na_vs_Null_peak_5522	chr15	57966658	57966858	+	34.0	0.000	WT-na_vs_Null_peak_8459
BGdKO-na_vs_Null_peak_5523	chr15	57996261	57996461	+	19.1	0.000	WT-na_vs_Null_peak_8460
BGdKO-na_vs_Null_peak_5524	chr15	57996892	57997092	+	22.3	0.000	WT-na_vs_Null_peak_8461
BGdKO-na_vs_Null_peak_5525	chr15	58003052	58003252	+	15.3	0.000	WT-na_vs_Null_peak_8462
BGdKO-na_vs_Null_peak_5526	chr15	58046862	58047062	+	34.7	0.000	WT-na_vs_Null_peak_8464
BGdKO-na_vs_Null_peak_5527	chr15	58246880	58247080	+	11.1	0.000	WT-na_vs_Null_peak_8465
BGdKO-na_vs_Null_peak_5528	chr15	58655228	58655428	+	14.8	0.000	WT-na_vs_Null_peak_8471
BGdKO-na_vs_Null_peak_5529	chr15	58701660	58701860	+	14.8	0.000	WT-na_vs_Null_peak_8472
BGdKO-na_vs_Null_peak_5530	chr15	58704088	58704288	+	33.3	0.000	WT-na_vs_Null_peak_8473
BGdKO-na_vs_Null_peak_5531	chr15	58720311	58720511	+	9.43	0.000	WT-na_vs_Null_peak_8474
BGdKO-na_vs_Null_peak_5532	chr15	58765193	58765393	+	24.9	0.000	WT-na_vs_Null_peak_8475
BGdKO-na_vs_Null_peak_5533	chr15	58921410	58921610	+	17.7	0.000	WT-na_vs_Null_peak_8479
BGdKO-na_vs_Null_peak_5534	chr15	59095077	59095277	+	12.0	0.000	WT-na_vs_Null_peak_8480
BGdKO-na_vs_Null_peak_5535	chr15	59146358	59146558	+	10.3	0.000	WT-na_vs_Null_peak_8481
BGdKO-na_vs_Null_peak_5536	chr15	59451515	59451715	+	12.7	0.000	WT-na_vs_Null_peak_8485
BGdKO-na_vs_Null_peak_5537	chr15	59484496	59484696	+	20.7	0.000	WT-na_vs_Null_peak_8487
BGdKO-na_vs_Null_peak_5539	chr15	59928793	59928993	+	36.3	0.000	WT-na_vs_Null_peak_8490
BGdKO-na_vs_Null_peak_5540	chr15	59943489	59943689	+	14.8	0.000	WT-na_vs_Null_peak_8491
BGdKO-na_vs_Null_peak_5541	chr15	59951557	59951757	+	23.8	0.000	WT-na_vs_Null_peak_8492
BGdKO-na_vs_Null_peak_5542	chr15	59964341	59964541	+	14.8	0.000	WT-na_vs_Null_peak_8493
BGdKO-na_vs_Null_peak_5543	chr15	59973282	59973482	+	30.0	0.000	WT-na_vs_Null_peak_8495
BGdKO-na_vs_Null_peak_5544	chr15	60018981	60019181	+	15.7	0.000	WT-na_vs_Null_peak_8496
BGdKO-na_vs_Null_peak_5545	chr15	60989185	60989385	+	18.7	0.000	WT-na_vs_Null_peak_8498
BGdKO-na_vs_Null_peak_5546	chr15	61814904	61815104	+	8.57	0.000	WT-na_vs_Null_peak_8502
BGdKO-na_vs_Null_peak_5547	chr15	61996332	61996532	+	37.7	0.000	WT-na_vs_Null_peak_8504
BGdKO-na_vs_Null_peak_5548	chr15	62001302	62001502	+	40.3	0.000	WT-na_vs_Null_peak_8505
BGdKO-na_vs_Null_peak_5549	chr15	62562110	62562310	+	15.7	0.000	WT-na_vs_Null_peak_8507
BGdKO-na_vs_Null_peak_5550	chr15	63829630	63829830	+	12.9	0.000	WT-na_vs_Null_peak_8511
BGdKO-na_vs_Null_peak_5551	chr15	63853866	63854066	+	12.2	0.000	WT-na_vs_Null_peak_8512
BGdKO-na_vs_Null_peak_5552	chr15	63855370	63855570	+	20.4	0.000	WT-na_vs_Null_peak_8513
BGdKO-na_vs_Null_peak_5553	chr15	64017437	64017637	+	15.7	0.000	WT-na_vs_Null_peak_8521
BGdKO-na_vs_Null_peak_5554	chr15	64037197	64037397	+	24.7	0.000	WT-na_vs_Null_peak_8522
BGdKO-na_vs_Null_peak_5555	chr15	64038023	64038223	+	56.8	0.000	WT-na_vs_Null_peak_8523
BGdKO-na_vs_Null_peak_5556	chr15	64110397	64110597	+	18.7	0.000	WT-na_vs_Null_peak_8525
BGdKO-na_vs_Null_peak_5557	chr15	64870874	64871074	+	179.8	0.000	WT-na_vs_Null_peak_8527
BGdKO-na_vs_Null_peak_5558	chr15	65558661	65558861	+	16.6	0.000	WT-na_vs_Null_peak_8528
BGdKO-na_vs_Null_peak_5559	chr15	65562926	65563126	+	31.8	0.000	WT-na_vs_Null_peak_8529
BGdKO-na_vs_Null_peak_5560	chr15	66129071	66129271	+	19.7	0.000	WT-na_vs_Null_peak_8533
BGdKO-na_vs_Null_peak_5561	chr15	66276941	66277141	+	35.8	0.000	WT-na_vs_Null_peak_8534
BGdKO-na_vs_Null_peak_5562	chr15	66307539	66307739	+	28.2	0.000	WT-na_vs_Null_peak_8535
BGdKO-na_vs_Null_peak_5563	chr15	66344502	66344702	+	9.43	0.000	WT-na_vs_Null_peak_8537
BGdKO-na_vs_Null_peak_5564	chr15	66408990	66409190	+	22.8	0.000	WT-na_vs_Null_peak_8539
BGdKO-na_vs_Null_peak_5566	chr15	66633228	66633428	+	18.1	0.000	WT-na_vs_Null_peak_8542
BGdKO-na_vs_Null_peak_5568	chr15	66697177	66697377	+	38.0	0.000	WT-na_vs_Null_peak_8546
BGdKO-na_vs_Null_peak_5569	chr15	67006206	67006406	+	29.9	0.000	WT-na_vs_Null_peak_8549
BGdKO-na_vs_Null_peak_5570	chr15	67008433	67008633	+	11.6	0.000	WT-na_vs_Null_peak_8551
BGdKO-na_vs_Null_peak_5571	chr15	67121536	67121736	+	11.6	0.000	WT-na_vs_Null_peak_8553
BGdKO-na_vs_Null_peak_5572	chr15	67241664	67241864	+	22.7	0.000	WT-na_vs_Null_peak_8555
BGdKO-na_vs_Null_peak_5573	chr15	68089962	68090162	+	9.29	0.000	WT-na_vs_Null_peak_8556
BGdKO-na_vs_Null_peak_5574	chr15	68090388	68090588	+	13.5	0.000	WT-na_vs_Null_peak_8557
BGdKO-na_vs_Null_peak_5575	chr15	68194962	68195162	+	51.4	0.000	WT-na_vs_Null_peak_8558
BGdKO-na_vs_Null_peak_5576	chr15	68855863	68856063	+	7.82	0.000	WT-na_vs_Null_peak_8559
BGdKO-na_vs_Null_peak_5577	chr15	71567865	71568065	+	11.5	0.000	WT-na_vs_Null_peak_8561
BGdKO-na_vs_Null_peak_5578	chr15	71568280	71568480	+	123.3	0.000	WT-na_vs_Null_peak_8562
BGdKO-na_vs_Null_peak_5579	chr15	72695998	72696198	+	9.43	0.000	WT-na_vs_Null_peak_8564
BGdKO-na_vs_Null_peak_5581	chr15	72891594	72891794	+	42.5	0.000	WT-na_vs_Null_peak_8567
BGdKO-na_vs_Null_peak_5582	chr15	72897993	72898193	+	63.6	0.000	WT-na_vs_Null_peak_8568
BGdKO-na_vs_Null_peak_5583	chr15	72921177	72921377	+	20.0	0.000	WT-na_vs_Null_peak_8569
BGdKO-na_vs_Null_peak_5584	chr15	72948446	72948646	+	7.05	0.000	WT-na_vs_Null_peak_8570
BGdKO-na_vs_Null_peak_5586	chr15	72970651	72970851	+	40.1	0.000	WT-na_vs_Null_peak_8572
BGdKO-na_vs_Null_peak_5587	chr15	72977319	72977519	+	33.7	0.000	WT-na_vs_Null_peak_8573
BGdKO-na_vs_Null_peak_5588	chr15	72992531	72992731	+	37.7	0.000	WT-na_vs_Null_peak_8574
BGdKO-na_vs_Null_peak_5589	chr15	73006386	73006586	+	23.9	0.000	WT-na_vs_Null_peak_8575
BGdKO-na_vs_Null_peak_5590	chr15	73015771	73015971	+	24.6	0.000	WT-na_vs_Null_peak_8577
BGdKO-na_vs_Null_peak_5591	chr15	73254255	73254455	+	8.61	0.000	WT-na_vs_Null_peak_8580
BGdKO-na_vs_Null_peak_5593	chr15	73476089	73476289	+	19.7	0.000	WT-na_vs_Null_peak_8582
BGdKO-na_vs_Null_peak_5594	chr15	74503057	74503257	+	15.7	0.000	WT-na_vs_Null_peak_8586
BGdKO-na_vs_Null_peak_5595	chr15	74551350	74551550	+	26.0	0.000	WT-na_vs_Null_peak_8588
BGdKO-na_vs_Null_peak_5596	chr15	74579707	74579907	+	14.8	0.000	WT-na_vs_Null_peak_8589
BGdKO-na_vs_Null_peak_5597	chr15	74748951	74749151	+	14.8	0.000	WT-na_vs_Null_peak_8590
BGdKO-na_vs_Null_peak_5598	chr15	74764415	74764615	+	29.8	0.000	WT-na_vs_Null_peak_8591
BGdKO-na_vs_Null_peak_5599	chr15	74765781	74765981	+	7.03	0.000	WT-na_vs_Null_peak_8592
BGdKO-na_vs_Null_peak_5601	chr15	74915902	74916102	+	116.9	0.000	WT-na_vs_Null_peak_8600
BGdKO-na_vs_Null_peak_5602	chr15	74916371	74916571	+	91.1	0.000	WT-na_vs_Null_peak_8601
BGdKO-na_vs_Null_peak_5603	chr15	74917070	74917270	+	428.5	0.000	WT-na_vs_Null_peak_8602
BGdKO-na_vs_Null_peak_5604	chr15	74947043	74947243	+	35.5	0.000	WT-na_vs_Null_peak_8603
BGdKO-na_vs_Null_peak_5605	chr15	74947991	74948191	+	15.7	0.000	WT-na_vs_Null_peak_8604
BGdKO-na_vs_Null_peak_5606	chr15	75409250	75409450	+	16.7	0.000	WT-na_vs_Null_peak_8605
BGdKO-na_vs_Null_peak_5607	chr15	75446776	75446976	+	28.2	0.000	WT-na_vs_Null_peak_8606
BGdKO-na_vs_Null_peak_5608	chr15	75509777	75509977	+	51.3	0.000	WT-na_vs_Null_peak_8608
BGdKO-na_vs_Null_peak_5609	chr15	75672340	75672540	+	36.3	0.000	WT-na_vs_Null_peak_8611
BGdKO-na_vs_Null_peak_5610	chr15	75739945	75740145	+	24.9	0.000	WT-na_vs_Null_peak_8614
BGdKO-na_vs_Null_peak_5611	chr15	75799410	75799610	+	11.1	0.000	WT-na_vs_Null_peak_8618
BGdKO-na_vs_Null_peak_5612	chr15	75812218	75812418	+	24.9	0.000	WT-na_vs_Null_peak_8619
BGdKO-na_vs_Null_peak_5613	chr15	75900171	75900371	+	16.7	0.000	WT-na_vs_Null_peak_8620
BGdKO-na_vs_Null_peak_5614	chr15	75911292	75911492	+	26.0	0.000	WT-na_vs_Null_peak_8621
BGdKO-na_vs_Null_peak_5615	chr15	76026162	76026362	+	13.5	0.000	WT-na_vs_Null_peak_8622
BGdKO-na_vs_Null_peak_5616	chr15	76029791	76029991	+	22.9	0.000	WT-na_vs_Null_peak_8624
BGdKO-na_vs_Null_peak_5617	chr15	76129995	76130195	+	39.4	0.000	WT-na_vs_Null_peak_8627
BGdKO-na_vs_Null_peak_5618	chr15	76142806	76143006	+	11.1	0.000	WT-na_vs_Null_peak_8628
BGdKO-na_vs_Null_peak_5620	chr15	76147693	76147893	+	17.7	0.000	WT-na_vs_Null_peak_8629
BGdKO-na_vs_Null_peak_5621	chr15	76157738	76157938	+	10.3	0.000	WT-na_vs_Null_peak_8630
BGdKO-na_vs_Null_peak_5622	chr15	76161519	76161719	+	8.91	0.000	WT-na_vs_Null_peak_8631
BGdKO-na_vs_Null_peak_5623	chr15	76181556	76181756	+	33.7	0.000	WT-na_vs_Null_peak_8633
BGdKO-na_vs_Null_peak_5624	chr15	76210688	76210888	+	31.6	0.000	WT-na_vs_Null_peak_8636
BGdKO-na_vs_Null_peak_5625	chr15	76307700	76307900	+	27.1	0.000	WT-na_vs_Null_peak_8637
BGdKO-na_vs_Null_peak_5626	chr15	76342334	76342534	+	14.8	0.000	WT-na_vs_Null_peak_8638
BGdKO-na_vs_Null_peak_5628	chr15	76369169	76369369	+	27.1	0.000	WT-na_vs_Null_peak_8639
BGdKO-na_vs_Null_peak_5629	chr15	76438014	76438214	+	29.4	0.000	WT-na_vs_Null_peak_8641
BGdKO-na_vs_Null_peak_5630	chr15	76456457	76456657	+	26.0	0.000	WT-na_vs_Null_peak_8642
BGdKO-na_vs_Null_peak_5631	chr15	76470323	76470523	+	44.9	0.000	WT-na_vs_Null_peak_8644
BGdKO-na_vs_Null_peak_5632	chr15	76490192	76490392	+	23.6	0.000	WT-na_vs_Null_peak_8646
BGdKO-na_vs_Null_peak_5633	chr15	76501839	76502039	+	19.7	0.000	WT-na_vs_Null_peak_8647
BGdKO-na_vs_Null_peak_5634	chr15	76528517	76528717	+	8.09	0.000	WT-na_vs_Null_peak_8648
BGdKO-na_vs_Null_peak_5635	chr15	76531630	76531830	+	51.1	0.000	WT-na_vs_Null_peak_8649
BGdKO-na_vs_Null_peak_5636	chr15	76540916	76541116	+	20.7	0.000	WT-na_vs_Null_peak_8650
BGdKO-na_vs_Null_peak_5637	chr15	76545671	76545871	+	30.5	0.000	WT-na_vs_Null_peak_8651
BGdKO-na_vs_Null_peak_5638	chr15	76553213	76553413	+	11.1	0.000	WT-na_vs_Null_peak_8652
BGdKO-na_vs_Null_peak_5639	chr15	76554196	76554396	+	21.7	0.000	WT-na_vs_Null_peak_8653
BGdKO-na_vs_Null_peak_5640	chr15	76588111	76588311	+	13.8	0.000	WT-na_vs_Null_peak_8655
BGdKO-na_vs_Null_peak_5641	chr15	76600780	76600980	+	28.1	0.000	WT-na_vs_Null_peak_8656
BGdKO-na_vs_Null_peak_5642	chr15	76709546	76709746	+	14.8	0.000	WT-na_vs_Null_peak_8659
BGdKO-na_vs_Null_peak_5643	chr15	76730182	76730382	+	14.8	0.000	WT-na_vs_Null_peak_8660
BGdKO-na_vs_Null_peak_5644	chr15	76778809	76779009	+	11.1	0.000	WT-na_vs_Null_peak_8662
BGdKO-na_vs_Null_peak_5645	chr15	77529153	77529353	+	15.7	0.000	WT-na_vs_Null_peak_8669
BGdKO-na_vs_Null_peak_5646	chr15	77563825	77564025	+	34.3	0.000	WT-na_vs_Null_peak_8672
BGdKO-na_vs_Null_peak_5647	chr15	77619701	77619901	+	26.0	0.000	WT-na_vs_Null_peak_8676
BGdKO-na_vs_Null_peak_5648	chr15	77631066	77631266	+	21.8	0.000	WT-na_vs_Null_peak_8678
BGdKO-na_vs_Null_peak_5649	chr15	77636059	77636259	+	10.5	0.000	WT-na_vs_Null_peak_8679
BGdKO-na_vs_Null_peak_5650	chr15	77664802	77665002	+	27.2	0.000	WT-na_vs_Null_peak_8681
BGdKO-na_vs_Null_peak_5651	chr15	77672592	77672792	+	40.8	0.000	WT-na_vs_Null_peak_8682
BGdKO-na_vs_Null_peak_5652	chr15	77759441	77759641	+	56.9	0.000	WT-na_vs_Null_peak_8688
BGdKO-na_vs_Null_peak_5653	chr15	77787045	77787245	+	7.05	0.000	WT-na_vs_Null_peak_8689
BGdKO-na_vs_Null_peak_5654	chr15	77801279	77801479	+	27.1	0.000	WT-na_vs_Null_peak_8690
BGdKO-na_vs_Null_peak_5655	chr15	78004510	78004710	+	49.0	0.000	WT-na_vs_Null_peak_8691
BGdKO-na_vs_Null_peak_5656	chr15	78070008	78070208	+	20.7	0.000	WT-na_vs_Null_peak_8692
BGdKO-na_vs_Null_peak_5657	chr15	78086920	78087120	+	10.3	0.000	WT-na_vs_Null_peak_8693
BGdKO-na_vs_Null_peak_5658	chr15	78253093	78253293	+	7.05	0.000	WT-na_vs_Null_peak_8695
BGdKO-na_vs_Null_peak_5659	chr15	78280484	78280684	+	13.8	0.000	WT-na_vs_Null_peak_8697
BGdKO-na_vs_Null_peak_5660	chr15	78323996	78324196	+	8.38	0.000	WT-na_vs_Null_peak_8700
BGdKO-na_vs_Null_peak_5661	chr15	78325519	78325719	+	36.1	0.000	WT-na_vs_Null_peak_8701
BGdKO-na_vs_Null_peak_5662	chr15	78348844	78349044	+	8.61	0.000	WT-na_vs_Null_peak_8702
BGdKO-na_vs_Null_peak_5663	chr15	78362697	78362897	+	37.2	0.000	WT-na_vs_Null_peak_8705
BGdKO-na_vs_Null_peak_5664	chr15	78388717	78388917	+	12.9	0.000	WT-na_vs_Null_peak_8707
BGdKO-na_vs_Null_peak_5665	chr15	78394488	78394688	+	29.4	0.000	WT-na_vs_Null_peak_8708
BGdKO-na_vs_Null_peak_5666	chr15	78402033	78402233	+	15.6	0.000	WT-na_vs_Null_peak_8710
BGdKO-na_vs_Null_peak_5668	chr15	78427410	78427610	+	21.7	0.000	WT-na_vs_Null_peak_8714
BGdKO-na_vs_Null_peak_5669	chr15	78445020	78445220	+	12.0	0.000	WT-na_vs_Null_peak_8715
BGdKO-na_vs_Null_peak_5670	chr15	78602896	78603096	+	13.8	0.000	WT-na_vs_Null_peak_8717
BGdKO-na_vs_Null_peak_5671	chr15	78665643	78665843	+	15.7	0.000	WT-na_vs_Null_peak_8719
BGdKO-na_vs_Null_peak_5672	chr15	78707438	78707638	+	32.8	0.000	WT-na_vs_Null_peak_8721
BGdKO-na_vs_Null_peak_5673	chr15	78744152	78744352	+	25.5	0.000	WT-na_vs_Null_peak_8725
BGdKO-na_vs_Null_peak_5674	chr15	78746179	78746379	+	36.9	0.000	WT-na_vs_Null_peak_8726
BGdKO-na_vs_Null_peak_5675	chr15	78754145	78754345	+	27.6	0.000	WT-na_vs_Null_peak_8727
BGdKO-na_vs_Null_peak_5676	chr15	78758573	78758773	+	20.8	0.000	WT-na_vs_Null_peak_8728
BGdKO-na_vs_Null_peak_5677	chr15	78765227	78765427	+	13.8	0.000	WT-na_vs_Null_peak_8730
BGdKO-na_vs_Null_peak_5678	chr15	78869387	78869587	+	16.7	0.000	WT-na_vs_Null_peak_8734
BGdKO-na_vs_Null_peak_5679	chr15	78893365	78893565	+	52.9	0.000	WT-na_vs_Null_peak_8735
BGdKO-na_vs_Null_peak_5680	chr15	79073703	79073903	+	16.7	0.000	WT-na_vs_Null_peak_8739
BGdKO-na_vs_Null_peak_5681	chr15	79158656	79158856	+	12.9	0.000	WT-na_vs_Null_peak_8741
BGdKO-na_vs_Null_peak_5682	chr15	79177625	79177825	+	16.6	0.000	WT-na_vs_Null_peak_8742
BGdKO-na_vs_Null_peak_5683	chr15	79178350	79178550	+	24.7	0.000	WT-na_vs_Null_peak_8743
BGdKO-na_vs_Null_peak_5684	chr15	79376959	79377159	+	17.7	0.000	WT-na_vs_Null_peak_8749
BGdKO-na_vs_Null_peak_5685	chr15	79501141	79501341	+	14.8	0.000	WT-na_vs_Null_peak_8752
BGdKO-na_vs_Null_peak_5686	chr15	79518285	79518485	+	21.0	0.000	WT-na_vs_Null_peak_8753
BGdKO-na_vs_Null_peak_5687	chr15	79520902	79521102	+	15.4	0.000	WT-na_vs_Null_peak_8754
BGdKO-na_vs_Null_peak_5688	chr15	79524230	79524430	+	13.5	0.000	WT-na_vs_Null_peak_8755
BGdKO-na_vs_Null_peak_5689	chr15	79569915	79570115	+	21.9	0.000	WT-na_vs_Null_peak_8757
BGdKO-na_vs_Null_peak_5690	chr15	79571750	79571950	+	12.0	0.000	WT-na_vs_Null_peak_8758
BGdKO-na_vs_Null_peak_5691	chr15	79604864	79605064	+	51.8	0.000	WT-na_vs_Null_peak_8761
BGdKO-na_vs_Null_peak_5692	chr15	79713752	79713952	+	11.1	0.000	WT-na_vs_Null_peak_8764
BGdKO-na_vs_Null_peak_5694	chr15	79726246	79726446	+	12.6	0.000	WT-na_vs_Null_peak_8765
BGdKO-na_vs_Null_peak_5695	chr15	79758133	79758333	+	18.2	0.000	WT-na_vs_Null_peak_8766
BGdKO-na_vs_Null_peak_5697	chr15	79763081	79763281	+	7.87	0.000	WT-na_vs_Null_peak_8767
BGdKO-na_vs_Null_peak_5698	chr15	79786998	79787198	+	26.0	0.000	WT-na_vs_Null_peak_8769
BGdKO-na_vs_Null_peak_5699	chr15	79913865	79914065	+	38.2	0.000	WT-na_vs_Null_peak_8771
BGdKO-na_vs_Null_peak_5700	chr15	79919194	79919394	+	8.61	0.000	WT-na_vs_Null_peak_8772
BGdKO-na_vs_Null_peak_5701	chr15	80064219	80064419	+	23.9	0.000	WT-na_vs_Null_peak_8777
BGdKO-na_vs_Null_peak_5703	chr15	80085454	80085654	+	43.7	0.000	WT-na_vs_Null_peak_8779
BGdKO-na_vs_Null_peak_5704	chr15	80094692	80094892	+	21.7	0.000	WT-na_vs_Null_peak_8780
BGdKO-na_vs_Null_peak_5705	chr15	80392891	80393091	+	22.8	0.000	WT-na_vs_Null_peak_8785
BGdKO-na_vs_Null_peak_5706	chr15	80402750	80402950	+	43.0	0.000	WT-na_vs_Null_peak_8786
BGdKO-na_vs_Null_peak_5707	chr15	80421196	80421396	+	27.3	0.000	WT-na_vs_Null_peak_8787
BGdKO-na_vs_Null_peak_5708	chr15	80429885	80430085	+	12.9	0.000	WT-na_vs_Null_peak_8788
BGdKO-na_vs_Null_peak_5709	chr15	80440869	80441069	+	14.0	0.000	WT-na_vs_Null_peak_8790
BGdKO-na_vs_Null_peak_5711	chr15	80528017	80528217	+	29.3	0.000	WT-na_vs_Null_peak_8794
BGdKO-na_vs_Null_peak_5713	chr15	80541538	80541738	+	32.4	0.000	WT-na_vs_Null_peak_8796
BGdKO-na_vs_Null_peak_5714	chr15	80574060	80574260	+	16.7	0.000	WT-na_vs_Null_peak_8799
BGdKO-na_vs_Null_peak_5715	chr15	80628931	80629131	+	49.6	0.000	WT-na_vs_Null_peak_8800
BGdKO-na_vs_Null_peak_5716	chr15	80631207	80631407	+	14.3	0.000	WT-na_vs_Null_peak_8801
BGdKO-na_vs_Null_peak_5717	chr15	80727327	80727527	+	18.7	0.000	WT-na_vs_Null_peak_8804
BGdKO-na_vs_Null_peak_5718	chr15	80761297	80761497	+	15.7	0.000	WT-na_vs_Null_peak_8807
BGdKO-na_vs_Null_peak_5719	chr15	80865809	80866009	+	11.1	0.000	WT-na_vs_Null_peak_8810
BGdKO-na_vs_Null_peak_5720	chr15	80874962	80875162	+	13.3	0.000	WT-na_vs_Null_peak_8811
BGdKO-na_vs_Null_peak_5722	chr15	80935427	80935627	+	12.9	0.000	WT-na_vs_Null_peak_8815
BGdKO-na_vs_Null_peak_5723	chr15	81021203	81021403	+	50.0	0.000	WT-na_vs_Null_peak_8818
BGdKO-na_vs_Null_peak_5724	chr15	81096521	81096721	+	17.7	0.000	WT-na_vs_Null_peak_8819
BGdKO-na_vs_Null_peak_5725	chr15	81131697	81131897	+	43.9	0.000	WT-na_vs_Null_peak_8820
BGdKO-na_vs_Null_peak_5726	chr15	81191177	81191377	+	41.2	0.000	WT-na_vs_Null_peak_8821
BGdKO-na_vs_Null_peak_5727	chr15	81230100	81230300	+	22.8	0.000	WT-na_vs_Null_peak_8822
BGdKO-na_vs_Null_peak_5728	chr15	81296661	81296861	+	19.7	0.000	WT-na_vs_Null_peak_8825
BGdKO-na_vs_Null_peak_5729	chr15	81296965	81297165	+	12.9	0.000	WT-na_vs_Null_peak_8826
BGdKO-na_vs_Null_peak_5730	chr15	81342118	81342318	+	15.2	0.000	WT-na_vs_Null_peak_8828
BGdKO-na_vs_Null_peak_5731	chr15	81344506	81344706	+	7.05	0.000	WT-na_vs_Null_peak_8829
BGdKO-na_vs_Null_peak_5734	chr15	81370099	81370299	+	11.1	0.000	WT-na_vs_Null_peak_8831
BGdKO-na_vs_Null_peak_5735	chr15	81415477	81415677	+	26.0	0.000	WT-na_vs_Null_peak_8833
BGdKO-na_vs_Null_peak_5736	chr15	81494195	81494395	+	35.2	0.000	WT-na_vs_Null_peak_8834
BGdKO-na_vs_Null_peak_5737	chr15	81560347	81560547	+	42.9	0.000	WT-na_vs_Null_peak_8835
BGdKO-na_vs_Null_peak_5738	chr15	81641365	81641565	+	12.7	0.000	WT-na_vs_Null_peak_8836
BGdKO-na_vs_Null_peak_5739	chr15	81641680	81641880	+	31.4	0.000	WT-na_vs_Null_peak_8837
BGdKO-na_vs_Null_peak_5741	chr15	81690441	81690641	+	46.9	0.000	WT-na_vs_Null_peak_8840
BGdKO-na_vs_Null_peak_5742	chr15	81702354	81702554	+	14.8	0.000	WT-na_vs_Null_peak_8841
BGdKO-na_vs_Null_peak_5743	chr15	81702770	81702970	+	19.7	0.000	WT-na_vs_Null_peak_8842
BGdKO-na_vs_Null_peak_5744	chr15	81756577	81756777	+	16.7	0.000	WT-na_vs_Null_peak_8843
BGdKO-na_vs_Null_peak_5745	chr15	81791282	81791482	+	12.9	0.000	WT-na_vs_Null_peak_8846
BGdKO-na_vs_Null_peak_5746	chr15	81846580	81846780	+	33.3	0.000	WT-na_vs_Null_peak_8847
BGdKO-na_vs_Null_peak_5747	chr15	81877954	81878154	+	21.7	0.000	WT-na_vs_Null_peak_8848
BGdKO-na_vs_Null_peak_5748	chr15	81958207	81958407	+	16.7	0.000	WT-na_vs_Null_peak_8850
BGdKO-na_vs_Null_peak_5749	chr15	81977455	81977655	+	25.4	0.000	WT-na_vs_Null_peak_8851
BGdKO-na_vs_Null_peak_5750	chr15	81996675	81996875	+	13.8	0.000	WT-na_vs_Null_peak_8852
BGdKO-na_vs_Null_peak_5751	chr15	82017548	82017748	+	13.8	0.000	WT-na_vs_Null_peak_8854
BGdKO-na_vs_Null_peak_5752	chr15	82067115	82067315	+	19.7	0.000	WT-na_vs_Null_peak_8856
BGdKO-na_vs_Null_peak_5753	chr15	82169202	82169402	+	14.8	0.000	WT-na_vs_Null_peak_8859
BGdKO-na_vs_Null_peak_5754	chr15	82176302	82176502	+	25.5	0.000	WT-na_vs_Null_peak_8860
BGdKO-na_vs_Null_peak_5755	chr15	82176675	82176875	+	23.5	0.000	WT-na_vs_Null_peak_8861
